No,formula,マオウ,キョウニン,ケイヒ,カンゾウ,カッコン,タイソウ,シャクヤク,ショウキョウ,センキュウ,シンイ,ハンゲ,ゴミシ,サイシン,カンキョウ,NG,コウブシ,ケイガイ,ハッカ,ビャクシ,ボウフウ,キョウカツ,サイチャ,ショウマ,リュウタン,トウキ,ジオウ,セッコウ,ソウジュツ,ビャクジュツ,モクツウ,ゴボウシ,チモ,ゴマ,センタイ,クジン,ダイオウ,オウゴン,オウレン,コウボク,キジツ,トウニン,ボウショウ,ボタンピ,トウガシ,マシニン,チンピ,コウカ,ソボク,ニンジン,コウベイ,サイコ,キキョウ,サンシシ,レンギョウ,ビャクゴウ,バクモンドウ,ビワヨウ,ブクリョウ,オウバク,カロコン,タクシャ,シャゼンシ,インチンコウ,カッセキ,チクジョ,レンニク,オウギ,ジコッピ,サンヤク,サンザシ,チョレイ,ソヨウ,エンゴサク,ボレイ,ウイキョウ,シュクシャ,リョウキョウ,テンマ,バクガ,ゴシュユ,ブシ,サンショウ,コウイ,ビンロウジ,チョウジ,モッコウ,テンモンドウ,バイモ,アキョウ,サンシュユ,ゴシツ,オンジ,リュウコツ,サンソウニン,チョウトウコウ,キクカ,ショウバク,シツリシ,カシュウ,ガイヨウ,ウヤク,ヤクモソウ,リュウガンニク,ヨクイニン,センコツ,ボクソク,ボウイ,イレイセン,テンナンショウ,ワキョウカツ,トチュウ,ソウハクヒ,カロニン,ゼンコ,ニンドウ,ドクカツ,オウヒ,シコン,ゴマ油,豚脂,サラシミツロウ,ミツロウ,Flag_Strength_High,Flag_Strength_Mid,Flag_Strength_Low,Flag_Cold,Flag_Hot,Flag_GI,Flag_Resp,Flag_Pain,Flag_Mental,Flag_Skin,Flag_Gyn,Flag_Water
55,麻杏甘石湯,4.144262221,5.24595089,-0.481329275,1.233544695,-0.156902245,-0.497701431,-0.540077465,-0.629614818,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,5.279744681,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,2.236067977,-0.570597402,-0.907744457,-0.536782631,-0.516397779,-0.940370948,1.692455843,-1.063410138,-0.543557307,1.936491673,-0.396686786,-0.447213595
56,五淋散,-0.263018216,-0.218216304,-0.481329275,1.716720827,-0.156902245,-0.497701431,1.383408288,-0.629614818,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,2.068301268,2.66645916,-0.213076897,-0.434974644,-0.22887164,6.678340822,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,2.928474086,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,4.050306317,-0.14740762,-0.066372331,-0.21989324,-0.066372331,2.576129595,-0.201355472,-0.092705584,3.523384865,7.483314774,-0.094072087,7.483314774,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,1.752549164,-0.907744457,-0.536782631,-0.516397779,-0.940370948,-0.590857365,0.940370948,-0.543557307,-0.516397779,-0.396686786,2.236067977
57,温清飲,-0.263018216,-0.218216304,-0.481329275,-0.916342546,-0.156902245,-0.497701431,1.815701846,-0.629614818,3.018393507,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,2.068301268,2.66645916,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,1.960295098,4.243124481,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,3.473907338,-0.14740762,-0.066372331,-0.21989324,-0.066372331,-0.526381126,5.134306113,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,1.752549164,-0.907744457,-0.536782631,1.936491673,-0.940370948,-0.590857365,0.940370948,1.839732422,1.936491673,2.520880543,-0.447213595
58,清上防風湯,-0.263018216,-0.218216304,-0.481329275,0.603857301,-0.156902245,-0.497701431,-0.540077465,-0.629614818,2.72391484,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,4.622582553,4.878664417,8.384732765,4.750259411,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,2.640462858,3.424086769,-0.249278448,2.715063685,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,4.442081502,4.558124013,7.601124224,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,2.236067977,-0.570597402,-0.907744457,-0.536782631,1.936491673,-0.940370948,-0.590857365,-1.063410138,-0.543557307,1.936491673,-0.396686786,-0.447213595
59,治頭瘡一方,-0.263018216,-0.218216304,-0.481329275,0.603857301,-0.156902245,-0.497701431,-0.540077465,-0.629614818,3.018393507,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,4.622582553,-0.176467296,-0.147211016,4.224116373,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,-0.213076897,2.16316515,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,1.639951073,-0.377095746,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,8.662473953,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,-0.251994238,8.340683737,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,15.06651917,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,1.752549164,-0.907744457,-0.536782631,-0.516397779,-0.940370948,-0.590857365,-1.063410138,-0.543557307,1.936491673,-0.396686786,-0.447213595
60,桂枝加芍薬湯,-0.263018216,-0.218216304,2.522403635,1.233544695,-0.156902245,2.501519184,2.791497587,1.5700763,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,-0.570597402,1.101631623,-0.536782631,-0.516397779,1.063410138,-0.590857365,0.940370948,-0.543557307,-0.516397779,-0.396686786,-0.447213595
61,桃核承気湯,-0.263018216,-0.218216304,2.522403635,0.94551442,-0.156902245,-0.497701431,-0.540077465,-0.629614818,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,4.410713055,-0.377095746,-0.22021313,-0.249278448,-0.26022637,7.304331538,5.323115808,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,2.236067977,-0.570597402,-0.907744457,-0.536782631,1.936491673,1.063410138,-0.590857365,0.940370948,1.839732422,-0.516397779,2.520880543,-0.447213595
62,防風通聖散,2.150948697,-0.218216304,-0.481329275,1.233544695,-0.156902245,-0.497701431,0.949848193,0.575205627,1.776167418,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,5.081831436,5.361152045,-0.147211016,3.21936855,-0.115189701,-0.066372331,-0.147471047,-0.114905873,1.142972657,-0.326187521,2.24338759,-0.434974644,3.986999149,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,3.039297675,2.32189072,-0.22021313,-0.249278448,-0.26022637,-0.173014496,4.675640744,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,3.947655448,3.080553442,5.220932715,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,7.483314774,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,2.236067977,-0.570597402,-0.907744457,-0.536782631,1.936491673,1.063410138,1.692455843,0.940370948,1.839732422,1.936491673,-0.396686786,2.236067977
63,五積散,1.940622003,-0.218216304,1.02053718,0.603857301,-0.156902245,1.001908877,0.820032354,1.5700763,1.589922756,-0.094072087,1.666828105,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,5.248864027,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,1.60631373,-0.326187521,-0.213076897,2.16316515,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,2.400128715,2.715063685,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,2.558936943,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,2.720771226,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,1.264854274,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,1.752549164,-0.907744457,1.862951485,-0.516397779,1.063410138,1.692455843,0.940370948,-0.543557307,-0.516397779,2.520880543,-0.447213595
64,炙甘草湯,-0.263018216,-0.218216304,2.119979731,1.716720827,-0.156902245,2.099699813,-0.540077465,1.5700763,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,3.906054003,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,8.210033465,-0.34746031,-0.092705584,-0.066372331,2.424520327,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,3.817076475,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,5.838957173,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,-0.570597402,1.101631623,-0.536782631,-0.516397779,-0.940370948,-0.590857365,-1.063410138,1.839732422,-0.516397779,-0.396686786,-0.447213595
65,帰脾湯,-0.263018216,-0.218216304,-0.481329275,0.603857301,-0.156902245,1.623067804,-0.540077465,1.5700763,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,1.60631373,-0.326187521,-0.213076897,-0.434974644,4.934494487,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,2.424520327,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,1.667425244,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,4.012659621,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,7.483314774,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,8.660254038,-0.093973792,6.46767947,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,10.63014581,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,-0.570597402,1.101631623,-0.536782631,1.936491673,-0.940370948,-0.590857365,-1.063410138,1.839732422,-0.516397779,-0.396686786,-0.447213595
66,参蘇飲,-0.263018216,-0.218216304,-0.481329275,0.603857301,5.085604741,1.338938602,-0.540077465,0.925801688,-0.36140458,-0.094072087,2.124389464,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,-0.249278448,2.715063685,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,2.558936943,-0.092705584,-0.066372331,1.585317358,-0.093429565,-0.322854118,3.947655448,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,1.667425244,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,4.345058845,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,15.06651917,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,-0.570597402,1.101631623,-0.536782631,-0.516397779,1.063410138,1.692455843,-1.063410138,-0.543557307,-0.516397779,-0.396686786,-0.447213595
67,女神散,-0.263018216,-0.218216304,1.642630634,0.603857301,-0.156902245,-0.497701431,-0.540077465,-0.629614818,3.018393507,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,5.837572435,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,2.068301268,-0.326187521,-0.213076897,2.16316515,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,2.32189072,3.424086769,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,1.898742998,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,12.28898806,10.63014581,7.483314774,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,1.752549164,-0.907744457,-0.536782631,1.936491673,-0.940370948,-0.590857365,0.940370948,1.839732422,-0.516397779,2.520880543,-0.447213595
68,芍薬甘草湯,-0.263018216,-0.218216304,-0.481329275,2.807371386,-0.156902245,-0.497701431,2.791497587,-0.629614818,-0.36140458,-0.094072087,-0.369086466,-0.144173977,-0.148963066,-0.228502457,0,-0.174457476,-0.189071595,-0.176467296,-0.147211016,-0.233438979,-0.115189701,-0.066372331,-0.147471047,-0.114905873,-0.449295082,-0.326187521,-0.213076897,-0.434974644,-0.22887164,-0.147411939,-0.093828431,-0.172365733,-0.066372331,-0.066372331,-0.090839737,-0.271591934,-0.377095746,-0.22021313,-0.249278448,-0.26022637,-0.173014496,-0.160108977,-0.209092365,-0.086668927,-0.113443553,-0.34746031,-0.092705584,-0.066372331,-0.440697831,-0.093429565,-0.322854118,-0.241189302,-0.251994238,-0.14740762,-0.066372331,-0.21989324,-0.066372331,-0.526381126,-0.201355472,-0.092705584,-0.26919202,-0.133630621,-0.094072087,-0.133630621,-0.093591537,-0.093828431,-0.258970768,-0.093591537,-0.133630621,-0.066372331,-0.174848204,-0.176119717,-0.066372331,-0.133529573,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.129900022,-0.232407623,-0.093828431,-0.115470054,-0.092705584,-0.094072087,-0.133630621,-0.093925063,-0.094072087,-0.149022822,-0.115470054,-0.113785429,-0.115470054,-0.093973792,-0.110376955,-0.133630621,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.094072087,-0.125845958,-0.066372331,-0.094072087,-0.112309648,-0.093315748,-0.066372331,-0.066372331,-0.066372331,-0.093591537,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.066372331,-0.447213595,-0.570597402,-0.907744457,-0.536782631,-0.516397779,1.063410138,-0.590857365,0.940370948,-0.543557307,-0.516397779,-0.396686786,-0.447213595
